COUNCIL_NAME,POLLING_STATION,inscrits,votants,votes,nuls,blancs,biya,garga,kamto,cabral,matomba,akere,ndam,ndifor,osih
Ngaoundal,,,,,,,,,,,,,,,
Ngaoundal,Centre Dinstruction Cpefan A,,,,,,,,,,,,,,
Yaounde Ii,Les Coccinelles D,343,140,140,0,0,67,01,49,12,02,0,0,01,08
Yaounde Ii,Les Coccinelles E,349,143,143,00,00,76,02,46,08,0,0,01,0,10
Yaounde Ii,Les Coccinelles F,364,173,173,0,0,58,01,88,07,0,0,02,04,13
Yaounde Ii,Les Coccinelles G,312,101,100,01,0,38,03,46,09,0,0,01,0,03
Yaounde Ii,Les Coccinelles H,351,271,271,0,0,172,03,55,21,01,0,02,03,14
Yaounde Ii,Les Coccinelles I,303,118,16,02,0,51,01,40,12,01,01,02,01,07
Yaounde Ii,Lycee De La Cite Verte A,466,247,246,01,00,113,03,93,27,01,01,02,0,06
Yaounde Ii,Lycee De Tsinga I B,383,133,131,2,0,67,4,37,15,0,00,4,0,4
Yaounde Ii,Lycee De Tsinga I C,363,148,143,5,0,80,10,33,17,0,1,0,1,2
Yaounde Ii,Lycee De Tsinga Ii A,362,149,147,2,0,61,7,57,12,1,1,2,0,6
Yaounde Ii,Maison De La Femme A,316,114,112,02,0,75,12,13,09,01,0,01,0,01
Yaounde Ii,Maison De La Femme B,359,138,138,0,0,81,14,26,10,0,0,02,01,04
Yaounde Ii,Maison De La Femme C,369,131,131,0,0,63,06,48,06,1,0,0,03,04
Yaounde Ii,Mosquee Briqueterie Ouest A,284,147,144,3,0,79,15,18,19,0,1,9,0,3
Yaounde Iii,,,,,,,,,,,,,,,
Yaounde Iii,Brigade Du Quartier General A,380,280,277,3,0,256,0,4,13,0,0,0,0,4
Yaounde Iii,Brigade Du Quartier General B,378,247,246,0,1,215,2,11,10,2,0,0,1,5
Yaounde Iii,Brigade Du Quartier General C,376,258,255,3,0,206,1,19,19,2,0,1,1,6
Yaounde Iii,Brigade Du Quartier General D,401,329,332,02,02,282,01,18,12,03,00,03,00,13
Yaounde Iii,Brigade Du Quartier General F,377,220,220,00,00,176,00,16,14,00,00,00,02,12
Yaounde Iii,Brigade Du Quartier General G,359,245,242,3,0,188,3,27,11,0,1,0,0,12
Yaounde Iii,Brigade Du Quartier General H,365,229,227,0,2,184,0,16,16,2,0,1,0,8
Yaounde Iii,Brigade Du Quartier General I,343,190,190,01,01,159,02,10,09,01,00,00,00,08
Yaounde Iii,Brigade Du Quartier General J,358,166,166,00,00,134,01,17,09,00,00,00,01,04
Yaounde Iii,Brigade Du Quartier General K,375,234,233,00,01,199,01,14,11,01,00,01,01,05
Yaounde Iii,Brigade Du Quartier General M,436,187,186,0,1,67,3,78,27,1,0,0,1,9
Yaounde Iii,Brigade Du Quartier General N,312,229,228,0,1,183,1,15,22,0,0,2,0,5
Yaounde Iii,Brigade Du Quartier General O,396,215,212,0,3,168,0,23,15,1,0,0,0,5
Yaounde Iii,Centre De Sante Afanoyoa 4 A,390,269,267,00,02,245,00,12,08,01,00,00,01,00
Yaounde Iii,Cetic Ngoa Ekelle C,361,114,112,2,0,60,2,28,16,0,0,0,0,6
Yaounde Iii,Cetic Ngoa Ekelle D,343,139,144,01,00,50,01,56,31,00,00,00,00,05
Yaounde Iii,College Diderot A,401,218,217,1,0,116,1,56,34,1,1,0,0,8
Yaounde Iii,College Diderot B,404,198,198,0,0,113,1,40,39,3,1,0,0,1
Yaounde Iii,College Diderot C,433,210,210,0,0,103,2,52,41,2,0,0,1,9
Yaounde Iii,College Diderot D,419,208,207,1,0,106,1,41,53,1,1,1,0,3
Yaounde Iii,College Diderot E,360,219,217,2,0,114,1,39,48,0,0,2,1,12
Yaounde Iii,College La Rosiere A,385,220,220,0,0,64,2,124,11,0,0,0,0,19
Yaounde Iii,College La Rosiere B,422,253,250,3,0,79,0,118,26,2,0,3,3,19
Yaounde Iii,College La Rosiere C,389,227,226,01,00,100,00,83,29,01,00,00,00,13
Yaounde Iii,College La Rosiere D,373,177,177,0,0,83,0,56,22,1,0,0,2,12
Yaounde Iii,College La Rosiere E,392,192,191,1,0,76,0,92,9,0,1,0,0,13
Yaounde Iii,College La Rosiere F,393,200,199,0,1,80,0,90,18,1,0,0,2,8
Yaounde Iii,College La Rosiere G,381,164,163,1,1,44,0,93,14,0,0,0,1,11
Yaounde Iii,College La Rosiere H,396,214,211,3,0,100,0,80,16,1,2,0,2,10
Yaounde Iii,College La Rosiere J,352,141,139,0,1,44,1,60,21,0,0,0,2,11
Yaounde Iii,College La Rosiere K,342,162,162,0,0,26,0,118,11,0,1,0,2,4
Yaounde Iii,College La Rosiere L,379,179,178,1,1,57,0,91,18,0,0,0,0,12
Yaounde Iii,College La Rosiere O,449,219,219,0,0,72,1,96,29,1,0,1,3,16
Yaounde Iii,College La Rosiere P,384,187,185,02,00,80,01,62,30,01,00,00,03,08
Yaounde Iii,College La Rosiere Q,352,200,199,0,1,68,2,86,36,0,0,0,2,5
Yaounde Iii,College La Rosiere R,334,143,153,0,0,38,0,67,30,0,0,0,0,8
Yaounde Iii,College Les Futurs Boss A,377,190,190,00,00,154,00,12,23,00,00,00,00,01
Yaounde Iii,College Les Futurs Boss B,382,191,192,01,,135,01,20,290,00,00,02,01,02
Yaounde Iii,College Les Futurs Boss C,381,184,183,00,01,125,00,33,20,00,01,00,00,04
Yaounde Iii,College Les Futurs Boss D,313,122,122,00,,79,00,13,26,02,00,01,00,01
Yaounde Iii,College Les Futurs Boss F,320,130,130,00,00,82,00,28,17,01,00,00,00,02
Yaounde Iii,College Les Futurs Boss G,366,124,123,01,00,88,00,14,16,00,00,00,01,04
Yaounde Iii,College Les Futurs Boss H,303,121,120,00,01,64,00,40,15,00,00,00,00,01
Yaounde Iii,College Les Futurs Boss I,357,142,142,00,00,70,00,28,42,00,00,01,00,01
Yaounde Iii,College Vogt A,350,202,202,00,00,104,01,64,25,00,00,00,01,07
Yaounde Iii,College Vogt B,351,209,208,1,0,108,0,56,38,1,0,3,2,0
Yaounde Iii,College Vogt C,334,196,196,0,0,83,0,91,7,2,0,1,1,11
Yaounde Iii,College Vogt D,349,161,160,1,0,87,0,46,17,0,0,0,2,8
Yaounde Iii,College Vogt E,346,186,186,0,0,89,2,64,19,2,0,3,0,7
Yaounde Iii,College Vogt F,301,148,148,02,01,64,01,55,17,04,00,01,01,03
Yaounde Iii,College Vogt G,300,139,139,0,0,62,1,49,21,0,1,0,0,5
Yaounde Iii,College Vogt H,308,133,132,0,1,66,0,43,17,0,0,0,0,6
Yaounde Iii,College Vogt J,315,137,137,00,00,64,02,39,23,01,00,02,01,05
Yaounde Iii,College Vogt K,360,168,165,0,3,75,0,57,26,0,0,4,0,3
Yaounde Iii,College Vogt L,362,190,187,0,3,84,2,59,34,2,0,0,4,2
Yaounde Iii,College Vogt M,388,197,197,0,0,75,0,62,35,0,1,12,1,11
Yaounde Iii,College Vogt N,352,177,176,1,0,70,1,63,32,0,0,1,3,6
Yaounde Iii,College Vogt O,341,187,187,0,0,69,0,70,42,0,0,1,1,4
Yaounde Iii,College Vogt P,387,114,114,1,0,41,1,44,20,0,0,0,0,7
Yaounde Iii,Commissariat Ctral N 3 Efoulan A,250,109,109,00,,81,00,09,16,00,00,00,00,03
Yaounde Iii,Commissariat Special N 3 A,137,64,53,0,1,29,0,20,10,0,0,0,1,3
Yaounde Iii,E Bon Samaritain Ahala Ii B,350,185,185,00,,132,00,16,27,00,01,00,00,05
Yaounde Iii,E Bon Samaritain Ahala Ii C,336,169,168,0,1,105,0,30,25,0,0,1,0,7
Yaounde Iii,E Bon Samaritain Ahala Ii D,357,158,158,00,,123,01,23,11,08,00,00,00,04
Yaounde Iii,E Bon Samaritain Ahala Ii E,358,146,146,00,,90,01,16,31,00,00,00,01,07
Yaounde Iii,E Bon Samaritain Ahala Ii F,352,128,128,0,0,71,0,32,19,0,1,0,0,7
Yaounde Iii,E Ctre Administratif A,319,142,142,00,00,99,03,22,18,00,00,00,00,00
Yaounde Iii,E Ctre Administratif B,353,137,137,01,01,98,01,14,18,01,00,00,01,03
Yaounde Iii,E De Gendarmerie Mobile A,327,149,147,0,2,116,0,17,10,1,0,0,0,3
Yaounde Iii,E De Gendarmerie Mobile B,227,95,93,0,2,76,0,8,5,0,0,0,0,4
Yaounde Iii,E Du Plateau Atemengue A,393,190,189,01,00,87,01,62,20,01,00,00,02,16
Yaounde Iii,E Du Plateau Atemengue B,409,190,190,00,00,93,02,54,22,00,00,01,00,18
Yaounde Iii,E Du Plateau Atemengue C,403,166,165,01,00,68,00,58,26,03,00,01,01,08
Yaounde Iii,E Du Plateau Atemengue D,406,205,203,0,2,84,1,72,28,0,0,1,1,16
Yaounde Iii,E Du Plateau Atemengue E,411,177,176,0,1,54,1,82,30,1,1,0,0,7
Yaounde Iii,E Du Plateau Atemengue F,419,201,201,0,0,49,2,99,35,2,0,2,2,10
Yaounde Iii,E Du Plateau Atemengue G,360,175,174,0,1,39,1,99,22,0,2,1,0,10
Yaounde Iii,E Du Plateau Atemengue H,402,199,199,0,0,66,0,70,43,1,0,1,2,17
Yaounde Iii,E Du Plateau Atemengue I,438,206,206,0,0,45,3,99,36,3,0,0,0,20
Yaounde Iii,E Du Plateau Atemengue J,410,195,194,1,0,56,1,92,27,3,0,0,1,14
Yaounde Iii,E Du Plateau Atemengue K,356,197,198,1,0,42,1,113,27,1,0,2,1,10
Yaounde Iii,E Du Plateau Atemengue L,300,155,150,3,2,28,2,79,33,0,0,2,1,5
Yaounde Iii,E Mat Les Stephanois A,367,202,199,03,00,118,01,50,21,00,00,00,03,06
Yaounde Iii,E Mat Les Stephanois B,223,73,73,00,00,38,01,17,10,00,00,00,02,05
Yaounde Iii,E Mat Mekoumbou I A,101,76,75,01,,72,00,01,02,00,00,00,00,00
Yaounde Iii,E P Biyem Assi Ii A,401,244,243,1,0,90,1,116,14,0,0,0,4,18
Yaounde Iii,E P Biyem Assi Ii B,407,221,221,0,0,78,0,113,10,1,1,0,3,15
Yaounde Iii,E P Biyem Assi Ii C,408,174,174,0,0,57,0,70,20,0,2,0,9,16
Yaounde Iii,E P Biyem Assi Ii E,407,142,142,0,0,44,0,79,9,0,1,0,3,6
Yaounde Iii,E P Biyem Assi Ii F,395,159,158,0,1,43,0,76,22,0,2,0,2,13
Yaounde Iii,E P Efoulan A,420,220,224,01,,157,03,26,32,01,00,00,00,04
Yaounde Iii,E P Efoulan B,418,227,224,03,00,154,03,33,30,00,01,00,01,02
Yaounde Iii,E P Efoulan C,397,199,198,1,0,125,1,43,22,1,2,0,1,3
Yaounde Iii,E P Efoulan D,406,194,194,03,00,139,00,26,24,00,00,00,00,02
Yaounde Iii,E P Efoulan E,404,200,200,0,0,108,,42,44,0,0,0,1,5
Yaounde Iii,E P Efoulan F,414,181,177,01,03,103,01,23,46,00,00,01,00,03
Yaounde Iii,E P Efoulan G,393,173,171,2,0,101,0,44,22,1,0,0,0,3
Yaounde Iii,E P Efoulan H,390,176,173,03,00,91,01,30,44,01,00,01,00,05
Yaounde Iii,E P Efoulan I,369,209,211,0,1,107,0,39,56,4,0,0,1,3
Yaounde Iii,E P Efoulan J,401,191,191,00,,89,04,36,55,00,01,00,02,03
Yaounde Iii,E P Olezoa A,392,207,207,00,00,153,02,27,16,02,00,00,00,07
Yaounde Iii,E P Olezoa B,338,174,172,2,0,110,3,20,35,0,0,1,0,3
Yaounde Iii,E P Olezoa C,340,155,155,00,00,95,01,16,32,03,01,01,02,04
Yaounde Iii,E P Olezoa D,221,107,107,0,0,65,0,18,21,1,0,0,0,2
Yaounde Iii,E Ste Therese Ahala I C,411,227,226,0,1,144,0,43,32,0,0,2,0,5
Yaounde Iii,E Ste Therese Ahala I F,319,155,154,1,0,98,0,25,28,1,0,2,0,0
Yaounde Iii,E Ste Therese Ahala I I,338,121,121,00,,73,00,30,15,01,00,00,00,01
Yaounde Iii,E Ste Therese Ahala I J,323,127,127,00,00,70,00,27,17,01,00,02,02,08
Yaounde Iii,E Ste Therese Ahala I K,384,154,154,0,0,79,0,39,26,3,0,1,1,5
Yaounde Iii,E Ste Therese Ahala I L,361,158,157,1,0,83,1,36,33,0,1,0,1,2
Yaounde Iii,E Ste Therese Ahala I M,388,147,146,1,0,73,0,37,34,0,0,0,0,2
Yaounde Iii,E Ste Therese Ahala I N,351,107,111,0,0,47,3,29,27,0,0,0,0,5
Yaounde Iii,E Ste Therese Ahala I O,267,271,150,0,1,88,0,32,26,1,0,1,1,1
Yaounde Iii,Ecole Des Postes A,394,133,131,2,0,40,1,57,21,1,0,0,2,9
Yaounde Iii,Ecole Des Postes B,379,146,143,3,0,30,0,85,15,0,0,0,1,12
Yaounde Iii,Ecole Des Postes C,383,118,116,2,0,41,0,59,10,0,0,2,1,3
Yaounde Iii,Ecole Des Postes D,386,140,138,2,0,42,0,67,22,1,0,0,1,5
Yaounde Iii,Ecole Des Postes E,389,136,135,1,0,18,0,99,8,2,0,0,3,5
Yaounde Iii,Ecole Des Postes F,387,93,90,3,0,31,2,34,20,1,0,0,0,2
Yaounde Iii,Ecole Des Postes H,317,124,122,2,0,31,0,63,22,0,0,1,1,4
Yaounde Iii,Ecole Des Postes I,254,105,103,2,0,26,0,48,17,0,0,1,0,11
Yaounde Iii,Ecole Des Postes K,242,83,82,0,1,22,0,45,8,0,0,0,1,6
Yaounde Iii,Ecole Des Postes L,258,93,93,0,0,23,1,51,11,0,0,1,0,6
Yaounde Iii,Ecole Des Postes M,275,130,129,1,0,22,0,88,14,0,0,0,0,5
Yaounde Iii,Ecole Des Postes N,256,73,73,0,0,23,0,32,14,0,0,0,1,2
Yaounde Iii,Ecole Des Postes O,234,73,73,0,0,13,0,40,14,0,0,0,1,5
Yaounde Iii,Ecole Des Postes P,231,109,109,0,0,22,1,60,19,0,0,0,1,6
Yaounde Iii,Ecole Des Postes Q,382,130,129,1,0,25,1,72,24,0,0,0,1,6
Yaounde Iii,Ecole Des Postes R,339,117,117,0,0,27,1,66,19,1,0,1,0,2
Yaounde Iii,Ecole Des Postes S,327,94,94,0,0,18,3,51,17,0,0,0,0,5
Yaounde Iii,Ecole Des Postes T,390,172,171,1,0,34,5,90,27,3,0,2,1,9
Yaounde Iii,Ecole Des Postes U,338,140,140,0,0,38,1,63,27,1,0,0,4,6
Yaounde Iii,Ecole Eden Solly B,425,184,184,01,,124,01,13,38,01,01,00,01,03
Yaounde Iii,Ecole Eden Solly C,443,186,187,00,,122,03,23,36,01,00,00,00,01
Yaounde Iii,Ecole Eden Solly D,419,205,203,03,,123,01,25,50,00,00,00,00,04
Yaounde Iii,Ecole La Rosiere B,390,239,236,3,0,78,1,135,8,1,1,0,2,10
Yaounde Iii,Ecole La Rosiere C,399,213,213,0,0,44,2,137,11,0,0,1,2,16
Yaounde Iii,Ecole La Rosiere E,398,216,214,2,0,58,4,115,16,0,0,3,2,16
Yaounde Iii,Ecole La Rosiere F,392,184,183,1,0,51,1,93,16,1,0,1,5,11
Yaounde Iii,Ecole La Rosiere H,382,179,179,0,0,54,0,90,17,0,1,0,2,15
Yaounde Iii,Ecole La Rosiere I,382,159,159,0,0,40,0,85,19,1,0,0,1,13
Yaounde Iii,Ecole La Rosiere J,378,201,198,3,0,45,1,98,29,0,1,0,3,21
Yaounde Iii,Ecole La Rosiere K,358,208,208,0,0,81,0,89,16,0,1,0,5,16
Yaounde Iii,Ecole Les Colibris A,430,266,264,01,01,178,1,31,45,0,0,0,0,9
Yaounde Iii,Ecole Les Colibris B,395,212,210,2,0,118,2,44,34,1,2,2,1,6
Yaounde Iii,Ecole Les Colibris C,420,254,254,0,0,137,0,69,40,0,0,0,2,6
Yaounde Iii,Ecole Les Colibris D,387,179,179,0,0,115,1,25,27,1,1,0,0,7
Yaounde Iii,Ecole Les Colibris E,186,186,185,1,0,109,0,39,30,0,1,0,1,5
Yaounde Iii,Ecole Les Colibris F,391,203,201,02,02,113,00,40,45,01,00,00,00,02
Yaounde Iii,Ecole Les Colibris H,386,173,172,0,1,90,0,48,28,1,0,0,0,6
Yaounde Iii,Ecole Les Colibris I,405,177,175,2,0,87,0,39,44,0,0,0,0,5
Yaounde Iii,Ecole Les Colibris J,367,171,171,0,0,87,3,42,27,1,0,1,2,8
Yaounde Iii,Ecole Les Colibris K,396,213,211,2,0,106,1,47,50,2,1,0,1,3
Yaounde Iii,Ecole Pub Mekoumbou Ii A,70,60,58,02,00,55,00,01,01,00,00,00,00,01
Yaounde Iii,Ecole Pub Ntouessong I A,95,90,93,00,00,87,00,06,00,00,00,00,00,00
Yaounde Iii,English High School A,397,217,217,06,,109,02,58,18,02,00,01,03,18
Yaounde Iii,English High School B,397,188,188,00,,73,01,67,27,00,02,01,00,17
Yaounde Iii,English High School C,400,207,207,02,,88,01,73,29,01,00,01,01,10
Yaounde Iii,English High School D,383,154,154,00,,69,01,47,25,00,00,01,02,10
Yaounde Iii,Esplanade Dakar Ii A,428,232,230,2,0,196,00,10,19,0,0,0,4,1
Yaounde Iii,Esplanade Dakar Ii B,139,66,66,0,0,52,1,6,6,0,0,0,0,1
Yaounde Iii,Eta Maj Comp Gendarmerie Efoulan A,61,26,26,0,0,16,0,8,1,0,0,0,0,1
Yaounde Iii,Fountain Nursery And Primary School A,322,179,178,00,01,50,00,105,04,01,00,01,03,14
Yaounde Iii,Fountain Nursery And Primary School B,341,180,183,00,00,59,00,94,13,00,00,01,01,15
Yaounde Iii,Fountain Nursery And Primary School C,335,202,201,00,01,37,01,137,13,01,00,00,03,09
Yaounde Iii,Fountain Nursery And Primary School D,325,154,154,0,0,51,1,68,19,0,0,0,3,12
Yaounde Iii,Fountain Nursery And Primary School G,135,135,134,1,0,18,0,101,8,0,0,1,2,4
Yaounde Iii,Foyer Etoa B,302,179,177,00,02,114,00,34,28,01,00,00,00,00
Yaounde Iii,Foyer Social A,402,226,226,0,0,110,1,81,15,1,2,0,2,14
Yaounde Iii,Foyer Social B,353,144,143,1,1,53,1,63,12,0,0,0,3,11
Yaounde Iii,Foyer Social C,453,223,221,1,1,61,1,100,31,4,2,0,1,21
Yaounde Iii,Foyer Social D,112,10,10,00,00,05,00,02,02,00,00,00,00,01
Yaounde Iii,Gpe Scolaire Les Sapins Montee Jouvence A,356,199,199,1,0,77,2,92,16,0,1,1,0,9
Yaounde Iii,Gpe Scolaire Les Sapins Montee Jouvence B,349,210,208,1,0,52,0,130,16,1,0,0,3,6
Yaounde Iii,Gpe Scolaire Les Sapins Montee Jouvence C,317,198,195,1,2,61,2,106,17,3,1,1,0,4
Yaounde Iii,Gpe Scolaire Les Sapins Montee Jouvence D,301,176,176,00,00,32,01,125,08,00,01,00,00,09
Yaounde Iii,Gpe Scolaire Les Sapins Montee Jouvence E,337,181,179,0,2,39,0,108,19,0,0,0,3,10
Yaounde Iii,Gpe Scolaire Les Sapins Montee Jouvence F,378,180,180,2,0,59,2,90,13,0,0,1,1,12
Yaounde Iii,Gpe Scolaire Les Sapins Montee Jouvence G,297,134,12,0,2,45,1,66,15,0,0,0,0,4
Yaounde Iii,Gpe Scolaire Les Sapins Montee Jouvence H,338,176,176,0,0,41,0,114,16,0,0,0,0,5
Yaounde Iii,Gpe Scolaire Les Sapins Montee Jouvence I,330,127,124,3,0,25,1,74,18,0,0,0,0,6
Yaounde Iii,Gpe Scolaire Les Sapins Montee Jouvence J,402,193,192,0,1,48,0,109,26,0,0,0,0,9
Yaounde Iii,Gpe Scolaire Les Sapins Montee Jouvence L,370,194,194,0,1,68,0,92,24,0,0,1,0,8
Yaounde Iii,Gpe Scolaire Les Sapins Montee Jouvence N,310,25,29,2,2,7,0,13,4,0,0,0,0,3
Yaounde Iii,J E C A,298,162,161,1,0,129,0,16,12,0,0,0,2,2
Yaounde Iii,J E C B,266,128,127,1,0,93,0,12,17,0,0,0,1,4
Yaounde Iii,Jumping Jack School A,388,165,165,0,0,79,0,51,10,0,0,1,4,20
Yaounde Iii,Jumping Jack School C,387,161,161,0,0,60,0,67,13,2,0,0,2,17
Yaounde Iii,Jumping Jack School D,378,131,134,0,0,28,0,67,14,2,0,1,4,17
Yaounde Iii,Jumping Jack School E,344,127,129,0,0,34,3,59,18,2,0,1,0,12
Yaounde Iii,Lycee Dafanoyoa A,156,119,119,00,00,114,01,03,0,01,00,00,00,00
Yaounde Iii,Lycee Efoulan A,396,228,228,01,00,137,00,47,29,02,00,00,02,10
Yaounde Iii,Lycee Efoulan B,386,202,202,00,00,131,02,33,33,00,00,00,00,03
Yaounde Iii,Lycee Efoulan C,376,192,188,04,04,113,01,38,25,01,00,01,01,08
Yaounde Iii,Lycee Efoulan D,380,164,164,01,01,104,00,307,20,00,01,00,02,06
Yaounde Iii,Lycee Efoulan E,384,169,169,00,00,84,00,48,21,01,01,01,01,11
Yaounde Iii,Lycee Efoulan F,385,181,181,01,00,82,00,54,38,01,00,01,00,04
Yaounde Iii,Mada Dominion Bil Nursery Pr School A,372,153,152,01,0,51,00,59,15,00,00,00,01,26
Yaounde Iii,Mada Dominion Bil Nursery Pr School B,384,135,134,01,00,41,01,53,18,01,00,00,04,16
Yaounde Iv,,,,,,,,,,,,,,,
Yaounde Iv,C E S Dodza Meyo A,180,110,110,0,0,85,0,14,9,1,0,0,0,1
Yaounde Iv,C J A R C Ekie Nord A,398,218,217,1,0,91,2,92,20,2,0,2,0,8
Yaounde Iv,C J A R C Ekie Nord C,381,186,185,1,0,83,1,58,32,2,0,0,0,9
Yaounde Iv,C M A Dodza E,368,204,203,1,0,93,2,73,31,1,0,0,1,2
Yaounde Iv,Centre Formation Crtv A,255,127,127,0,0,95,1,13,9,1,0,2,0,6
Yaounde Iv,Cfta A,473,258,258,0,0,192,3,27,28,0,0,1,0,7
Yaounde Iv,College Gazolant B,382,165,160,5,0,58,0,79,9,3,0,0,1,10
Yaounde Iv,College Gazolant C,357,163,162,1,0,77,1,53,22,2,0,0,0,7
Yaounde Iv,College Gazolant D,387,211,207,4,0,81,0,95,22,1,0,3,0,5
Yaounde Iv,College Infirma Mundi A,239,188,186,2,0,172,1,3,9,01,0,0,0,0
Yaounde Iv,College Jardin Deden A,363,158,157,1,0,78,0,64,9,0,0,1,0,5
Yaounde Iv,College Jardin Deden C,241,79,79,0,0,28,0,33,13,0,0,1,1,3
Yaounde Iv,College Les Cartesiens A,371,186,186,0,0,124,0,40,20,0,1,0,0,1
Yaounde Iv,College Les Cartesiens B,91,51,51,0,0,35,0,12,3,0,0,0,0,1
Yaounde Iv,E Cath Messamendongo C,302,147,146,1,0,93,0,30,22,0,0,0,1,0
Yaounde Iv,E Cath Messamendongo D,357,170,169,1,0,94,0,33,37,2,0,0,0,3
Yaounde Iv,E Cath Messamendongo F,292,124,122,2,0,74,1,20,18,0,0,0,1,8
Yaounde Iv,E P Ekoumdoum A,399,211,210,1,0,124,1,59,19,1,0,0,2,4
Yaounde Iv,E P Ekounou I A,431,215,213,2,0,139,1,33,34,1,0,0,1,4
Yaounde Iv,E P Ekounou I B,436,199,199,0,0,118,1,43,29,2,0,1,0,5
Yaounde Iv,E P Ekounou Ii B,461,196,194,2,0,128,0,34,27,0,0,0,1,4
Yaounde Iv,E P Ekounou Ii C,430,199,199,0,0,139,1,33,23,0,0,0,1,2
Yaounde Iv,E P Nkomo D,409,152,151,1,0,90,0,37,22,0,0,0,1,1
Yaounde Iv,E Pr Metropolitaine A,323,161,160,1,0,71,1,65,6,3,0,0,0,14
Yaounde Iv,E Pr Metropolitaine B,349,167,166,1,0,74,1,70,12,0,1,0,1,7
Yaounde Iv,E Pr Metropolitaine C,339,128,128,0,0,50,0,59,8,0,1,0,1,9
Yaounde Iv,E Pr Metropolitaine E,241,90,89,1,0,45,0,34,8,0,0,0,0,2
Yaounde Iv,Ecole La Reference A,320,196,193,3,0,147,0,16,24,0,0,0,2,4
Yaounde Iv,Ecole Privee De Savoir A,375,208,208,0,0,154,1,25,23,0,0,0,0,5
Yaounde Iv,Ecole Privee De Savoir B,391,170,168,2,0,132,1,16,17,1,0,0,0,1
Yaounde Iv,Ecole Privee De Savoir C,167,60,60,0,0,38,0,14,3,0,0,0,0,5
Yaounde Iv,Ecole Privee La Mere Des Enfants A,340,168,167,1,0,112,1,32,20,0,0,0,0,2
Yaounde Iv,Ecole Privee La Mere Des Enfants D,327,146,144,2,0,77,1,46,17,1,0,0,0,2
Yaounde Iv,Ecole Privee La Mere Des Enfants F,281,80,80,0,0,30,0,34,10,0,0,0,3,2
Yaounde Iv,Ecole Privee Ndema A,400,194,192,2,0,131,1,33,20,0,0,0,0,7
Yaounde Iv,Ecole Privee Noula B,414,193,192,1,0,86,0,66,31,1,0,1,0,7
Yaounde Iv,Ecole Publique Mvan A,405,190,188,2,0,126,2,27,28,0,0,0,1,4
Yaounde Iv,Ecole Publique Mvan B,424,206,205,1,0,148,1,22,30,1,0,0,0,3
Yaounde Iv,Groupe Scolaire Pilote B,270,121,119,2,0,80,1,23,8,1,1,0,1,4
Yaounde Iv,Groupe Scolaire Pilote C,418,135,135,0,0,67,1,44,14,01,1,0,1,6
Yaounde Iv,Impm Nkomo Ii Nord B,366,177,174,3,0,67,1,88,12,0,0,2,1,3
Yaounde Iv,Institut Ifp Chec Odza Iii B,181,41,41,0,0,24,1,9,4,0,0,1,0,2
Yaounde Iv,Lycee Dekounou A,413,198,198,0,0,99,1,61,21,1,0,1,0,14
Yaounde V,,,,,,,,,,,,,,,
Yaounde V,Alberto Ecole Mat Prim B,352,204,203,0,0,83,0,72,30,5,0,2,3,8
Yaounde V,Alberto Ecole Mat Prim E,296,127,127,0,0,40,1,68,11,1,1,1,1,3
Yaounde V,College Mongo Beti I A,392,196,196,1,0,129,2,37,26,0,0,0,1,0
Yaounde V,College Mongo Beti I B,401,164,162,2,2,94,3,39,19,2,0,3,1,1
Yaounde V,College Mongo Beti Ii A,380,152,152,0,0,87,0,31,31,0,2,0,0,1
Yaounde V,College Mongo Beti Ii B,382,148,146,2,0,82,1,29,29,1,0,1,2,1
Yaounde V,College Montesquieu I A,403,221,221,1,0,168,2,23,21,1,0,1,0,4
Yaounde V,College Montesquieu I B,402,171,169,02,00,112,03,17,35,00,00,00,01,00
Yaounde V,College Montesquieu Ii B,310,115,116,0,0,78,0,13,24,0,0,0,0,1
Yaounde V,College Ndjankeu B,424,217,217,1,0,72,1,101,28,3,1,5,1,4
Yaounde V,College Prive Les Chanterelles A,417,214,212,1,1,88,3,65,40,2,2,1,1,10
Yaounde V,College Privee Les Lilas A,334,200,198,0,2,57,1,103,25,2,1,1,2,6
Yaounde V,College Privee Les Lilas C,333,172,0,0,0,60,0,87,18,0,0,0,1,6
Yaounde V,College Privee Les Lilas D,317,154,151,1,2,41,2,76,24,0,1,1,1,5
Yaounde V,College Privee Les Lilas E,369,195,193,0,0,65,1,88,32,1,0,0,0,6
Yaounde V,College Privee Les Lilas F,336,186,185,1,0,73,0,81,29,1,0,0,0,1
Yaounde V,College Saint Augustin B,369,127,127,00,00,66,000,42,16,00,00,01,01,01
Yaounde V,Dispensaire Mvog Ada B,368,175,175,00,00,113,01,16,35,01,01,01,01,06
Yaounde V,E Mat Les Biquettins B,361,165,162,1,2,68,1,69,18,1,0,1,1,3
Yaounde V,E Mat Les Biquettins C,314,100,98,0,2,34,0,36,22,0,0,0,1,5
Yaounde V,E Mat Les Louvetaux A,364,196,195,0,1,56,0,123,9,2,1,0,0,4
Yaounde V,E Mat Les Louvetaux B,341,183,182,1,0,47,0,117,8,0,1,0,1,9
Yaounde V,E Mat Les Petits Futes A,437,258,257,1,0,66,1,160,15,2,1,1,2,9
Yaounde V,E Mat Les Petits Futes B,435,199,198,0,1,59,1,110,16,0,2,4,2,4
Yaounde V,E Mat Les Petits Futes C,415,182,181,1,0,51,1,107,14,1,2,1,1,4
